chr	start	end	het_ratio	het_length
chr2	153986822	153988228	44.9	1406
chr2	153991053	153992438	42.2	1385
chr2	153994753	153995264	48.8	511
chr2	154014393	154014751	47.6	358
chr2	154083350	154083354	26.3	4
chr2	154102498	154104009	41.5	1511
chr2	154288846	154289626	47.3	780
chr2	154296091	154297016	44.2	925
chr2	154301975	154302889	50	914
chr2	154310091	154310597	36.4	506
chr2	154312693	154314390	35.1	1697
chr2	154318744	154319711	47.5	967
chr2	154323023	154323746	43.8	723
chr2	154324807	154326039	46.4	1232
chr2	154336071	154338967	47.4	2896
chr2	154339864	154340606	35.8	742
chr2	154341892	154342545	43.1	653
chr2	154343437	154346814	49.1	3377
chr2	154349165	154349856	50	691
chr2	154349856	154450640	49	100784
chr2	154451101	154480475	41.9	29374
chr2	154481821	154505267	40.9	23446
chr2	154506368	154544197	42.6	37829
chr2	154545250	154563160	45.7	17910
chr2	154563783	154604898	46.8	41115
chr2	154605422	154621057	43.5	15635
chr2	154621770	154751420	44.1	129650
chr2	154751721	154918713	48.8	166992
chr2	154919191	154944511	40.8	25320
chr2	154944596	154953666	43.9	9070
chr2	154954598	154955721	45.5	1123
chr2	154956418	154957146	46.7	728
chr2	154958205	154984831	48.9	26626
chr2	154985489	155284509	47.1	299020
chr2	155285060	155289001	46.7	3941
chr2	155289482	155295316	48.9	5834
chr2	155295781	155391417	46.7	95636
chr2	155392169	155471377	37.8	79208
chr2	155471513	155546092	48.7	74579
chr2	155546094	155549723	33.3	3629
chr2	155549952	155556249	35.1	6297
chr2	155556537	155864669	37.5	308132
chr2	155865130	155953702	46.5	88572
chr2	155953900	155955224	43.2	1324
chr2	155955485	155956330	44.4	845
chr2	155956664	155960633	45.5	3969
chr2	155961628	155985930	50	24302
chr2	155986654	156023840	44.4	37186
chr2	156024311	156049920	42.6	25609
chr2	156050083	156077252	50	27169
chr2	156077370	156242888	49	165518
chr2	156243378	156461897	45.9	218519
chr2	156462451	156482437	46.9	19986
chr2	156482589	156499393	31.2	16804
chr2	156499887	156531331	47.5	31444
chr2	156531341	157101912	40.7	570571
chr2	157101951	157175341	38.9	73390
chr2	157177062	157203123	45.5	26061
chr2	157203161	157887542	45.2	684381
chr2	157888308	158184313	35	296005
chr2	158185145	158382969	13.2	197824
chr2	158384055	158389343	42.1	5288
chr2	158390378	158412593	50	22215
chr2	158413219	158416728	46	3509
chr2	158417224	158421665	50	4441
chr2	158422280	158430851	48.7	8571
chr2	158431338	158432669	45	1331
chr2	158433991	158495245	45.2	61254
chr2	158495839	158587248	44.9	91409
chr2	158587720	158702968	36.5	115248
chr2	158703475	159139744	48.6	436269
chr2	159139987	159141304	48.1	1317
chr2	159143342	159146030	49	2688
chr2	159147209	159156408	44	9199
chr2	159159248	159168130	39.6	8882
chr2	159171713	159185930	44.2	14217
chr2	159186843	159213624	47.3	26781
chr2	159213963	159222571	48.9	8608
chr2	159222733	159247912	45.1	25179
chr2	159247932	159342193	11.1	94261
chr2	159342963	159346285	47.8	3322
chr2	159346712	159347998	46.5	1286
chr2	159347998	159348616	45.8	618
chr2	159348908	159353699	47.8	4791
chr2	159354381	159367236	50	12855
chr2	159367585	159477972	35.7	110387
chr2	159478740	159518401	38	39661
chr2	159519425	159564742	42.1	45317
chr2	159564939	159602344	43.8	37405
chr2	159602910	159721758	46.7	118848
chr2	159721771	159846887	48.9	125116
chr2	159847245	159879053	44.4	31808
chr2	159879958	159891294	41.2	11336
chr2	159892464	159893637	48.1	1173
chr2	159893882	159897349	50	3467
chr2	159897732	159907957	34.1	10225
chr2	159908234	160026598	45.9	118364
chr2	160029257	160041614	44.7	12357
chr2	160042373	160046675	43.8	4302
chr2	160047791	160062191	39.6	14400
chr2	160062315	160084311	44	21996
chr2	160085253	160105916	42.9	20663
chr2	160106588	160110427	49	3839
chr2	160110920	160116219	37.5	5299
chr2	160117213	160121134	32.5	3921
chr2	160121311	160122762	35	1451
chr2	160122765	160132342	35.9	9577
chr2	160133487	160136558	30.4	3071
chr2	160136867	160184974	38.6	48107
chr2	160187105	160189773	43.2	2668
chr2	160190334	160193534	44.2	3200
chr2	160196747	160201257	50	4510
chr2	160201745	160202750	50	1005
chr2	160203653	160278349	45.9	74696
chr2	160278831	160282855	35.3	4024
chr2	160283502	160287914	35.9	4412
chr2	160288167	160296296	40	8129
chr2	160298134	160308346	36.4	10212
chr2	160309326	160331913	48	22587
chr2	160332826	160380657	36.5	47831
chr2	160383423	160461783	41.2	78360
chr2	160462290	160492054	41.7	29764
chr2	160492157	160497195	25.6	5038
chr2	160497297	160516499	31	19202
chr2	160516880	160539009	27.6	22129
chr2	160539877	160570503	44.6	30626
chr2	160571558	160572545	38	987
chr2	160572869	160573776	37.3	907
chr2	160574006	160575211	40.5	1205
chr2	160578146	160578871	41.9	725
chr2	160579217	160584316	42.3	5099
chr2	160584860	160587481	32.9	2621
chr2	160587893	160590267	32.9	2374
chr2	160594438	160768667	41.1	174229
chr2	160768699	160896523	14.8	127824
chr2	160896908	161048164	42	151256
chr2	161049147	161218575	36.4	169428
chr2	161218579	161224371	34.9	5792
chr2	161225032	161226656	34.1	1624
chr2	161229821	161251110	48.9	21289
chr2	161251581	161255924	42	4343
chr2	161258688	161259614	47.8	926
chr2	161259928	161266904	47.9	6976
chr2	161267261	161268427	38.6	1166
chr2	161270458	161308654	38.9	38196
chr2	161310963	161313219	41.2	2256
chr2	161315379	161330578	37.1	15199
chr2	161330977	161348020	40.4	17043
chr2	161348654	161351954	38.8	3300
chr2	161352541	161358214	40.4	5673
chr2	161359083	161416801	37.8	57718
chr2	161418191	161422243	46.3	4052
chr2	161422573	161426294	44.7	3721
chr2	161427797	161434624	41.9	6827
chr2	161435005	161438012	44.4	3007
chr2	161438172	161456005	45.7	17833
chr2	161460284	161462851	40.8	2567
chr2	161463163	161468306	39.3	5143
chr2	161468314	161484375	45.3	16061
chr2	161485514	161526884	45.9	41370
chr2	161527542	161529010	45	1468
chr2	161529705	161539006	45.9	9301
chr2	161540648	161544071	38.3	3423
chr2	161545002	163223531	49.2	1678529
chr2	163229213	163386175	37.3	156962
chr2	163386596	163416444	48.8	29848
chr2	163417170	163420059	48.7	2889
chr2	163420949	163425915	46.7	4966
chr2	163426647	163440202	47.8	13555
chr2	163440392	163445150	37.8	4758
chr2	163446081	163447136	42.2	1055
chr2	163447406	163524009	43.5	76603
chr2	163524095	163565008	44.7	40913
chr2	163566836	163574606	45.3	7770
chr2	163574757	163893068	39.6	318311
chr2	163893324	163947593	35.7	54269
chr2	163948506	164118004	48.1	169498
chr2	164118137	164203901	27.9	85764
chr2	164203903	164273298	46.3	69395
chr2	164274230	164537755	49	263525
chr2	164538197	164623639	45	85442
chr2	164624147	164630914	45.6	6767
chr2	164632028	164633171	43.1	1143
chr2	164633706	164635539	43.6	1833
chr2	164636605	164643236	44	6631
chr2	164643997	164644682	40.5	685
chr2	164645669	164648057	45	2388
chr2	164650362	164705171	40.9	54809
chr2	164706412	164717982	49	11570
chr2	164721183	164722792	41.1	1609
chr2	164724006	164755823	43.9	31817
chr2	164756566	164762691	47.8	6125
chr2	164763816	164774621	45.8	10805
chr2	164775130	164919100	48.8	143970
chr2	164919129	164920215	50	1086
chr2	164920958	164945990	48.8	25032
chr2	164946837	164952928	50	6091
chr2	164953232	165256726	42	303494
chr2	165257876	165260786	46.7	2910
chr2	165261271	165262616	35	1345
chr2	165262661	165275858	26.3	13197
chr2	165276008	165408044	12.5	132036
chr2	165408702	165410406	46.3	1704
chr2	165410802	165601124	48.4	190322
chr2	165602003	165604393	38	2390
chr2	165604662	165613500	46.5	8838
chr2	165613611	165614201	46.9	590
chr2	165615048	165617645	42.9	2597
chr2	165624949	165625995	42.9	1046
chr2	165628328	165748447	38.6	120119
chr2	165749642	165756815	38.9	7173
chr2	165757723	165793158	37.9	35435
chr2	165793715	165798454	41.5	4739
chr2	165798941	165827823	44.4	28882
chr2	165828645	165878620	50	49975
chr2	165879281	165933199	39.2	53918
chr2	165934832	166123364	43.5	188532
chr2	166124947	166156244	47.2	31297
chr2	166156503	166191311	40.8	34808
chr2	166191980	166384518	46.7	192538
chr2	166384563	166503670	47.5	119107
chr2	166504372	166506716	27.5	2344
chr2	166507366	166508209	31	843
chr2	166508247	166514563	32.4	6316
chr2	166515553	166517121	38.1	1568
chr2	166519490	166520616	45.2	1126
chr2	166521875	166596119	46.7	74244
chr2	166596677	166597954	49.1	1277
chr2	166599558	166600422	40.7	864
chr2	166605422	166611557	48.9	6135
chr2	166612628	168229509	44.4	1616881
chr2	168229919	168255997	43.1	26078
chr2	168257144	168260000	46.9	2856
chr2	168260641	168263397	47.1	2756
chr2	168264346	168275971	48.1	11625
chr2	168276521	168324957	43.3	48436
chr2	168325010	168336316	33.3	11306
chr2	168336512	168343682	43.8	7170
chr2	168347431	168414615	41.8	67184
chr2	168414632	168438609	36.7	23977
chr2	168439665	168442858	42.9	3193
chr2	168443899	168454203	31.4	10304
chr2	168454473	168494774	35.3	40301
chr2	168495413	168682644	42.2	187231
chr2	168683324	168685267	44.1	1943
chr2	168685489	168753550	44.4	68061
chr2	168753774	168796436	47.6	42662
chr2	168797390	168846522	39.6	49132
chr2	168846609	169088940	48.6	242331
chr2	169089096	169102645	47.7	13549
chr2	169102649	169121048	28.3	18399
chr2	169121497	169129390	47.7	7893
chr2	169129807	169132290	29.8	2483
chr2	169133436	169200785	34	67349
chr2	169201654	169302031	48.9	100377
chr2	169302332	169397743	37.5	95411
chr2	169398797	169400332	48.8	1535
chr2	169401018	169412410	47.4	11392
chr2	169412750	169445006	48.1	32256
chr2	169445907	169446849	45.5	942
chr2	169449782	169450703	44.7	921
chr2	169451914	169709397	42.9	257483
chr2	169710594	169718990	39.6	8396
chr2	169719443	169785961	43.2	66518
chr2	169786477	169787696	50	1219
chr2	169788723	169793840	48.1	5117
chr2	169794177	169803774	49	9597
chr2	169804266	169844524	35.4	40258
chr2	169844986	169901307	31.8	56321
chr2	169901634	169916011	44.9	14377
chr2	169916825	169918315	48.1	1490
chr2	169918573	169921445	49.1	2872
chr2	169922005	169923303	48.1	1298
chr2	169924271	169928986	45.5	4715
chr2	169930178	169933407	43.8	3229
chr2	169933916	169938045	50	4129
chr2	169939636	169941414	43.6	1778
chr2	169945372	170039037	50	93665
chr2	170039436	170059175	43.8	19739
chr2	170059739	170074633	39.4	14894
chr2	170074697	170088295	36.5	13598
chr2	170088436	170092395	39.6	3959
chr2	170093207	170098950	43.8	5743
chr2	170099476	170103254	47.7	3778
chr2	170105318	170129023	41.5	23705
chr2	170129579	170137973	38.9	8394
chr2	170138589	170145799	36.4	7210
chr2	170146349	170148066	46.3	1717
chr2	170148788	170153753	36.7	4965
chr2	170154483	170155479	46.8	996
chr2	170157277	170161484	45.8	4207
chr2	170162259	170165472	49	3213
chr2	170166630	170201886	45.5	35256
chr2	170202360	170203376	37.8	1016
chr2	170203556	170216254	45.7	12698
chr2	170216649	170217874	33.3	1225
chr2	170218573	170232214	40	13641
chr2	170234630	170236779	38.2	2149
chr2	170237486	170238692	37.8	1206
chr2	170239745	170263446	43.6	23701
chr2	170263759	170268156	26.1	4397
chr2	170268197	170270961	48.8	2764
chr2	170271438	170308684	46.3	37246
chr2	170308689	170333058	11.8	24369
chr2	170333622	170368027	46.9	34405
chr2	170368061	170396971	42.1	28910
chr2	170398547	170502791	48	104244
chr2	170503142	170565271	46.7	62129
chr2	170566177	170570882	50	4705
chr2	170571090	170572816	50	1726
chr2	170573238	170583750	48.7	10512
chr2	170584216	170587741	46.7	3525
chr2	170588037	170591465	43.2	3428
chr2	170591620	170615748	40.5	24128
chr2	170616007	170657957	44.9	41950
chr2	170658823	170660597	36.2	1774
chr2	170661679	170662444	40.9	765
chr2	170664082	170669584	45.2	5502
chr2	170670161	170685215	42.9	15054
chr2	170685790	170697216	41	11426
chr2	170697836	170708341	44	10505
chr2	170708537	170711267	46.3	2730
chr2	170711542	170718042	47.4	6500
chr2	170718116	170756545	38.5	38429
chr2	170757467	170765954	44.4	8487
chr2	170766573	170768617	44.9	2044
chr2	170770004	170771363	49	1359
chr2	170771989	170773202	47.5	1213
chr2	170773894	170791992	48.6	18098
chr2	170793368	170794571	38.6	1203
chr2	170795091	170802988	39	7897
chr2	170803598	170839193	38.8	35595
chr2	170840497	170876301	42.1	35804
chr2	170876373	171016309	43.2	139936
chr2	171017727	171028420	10	10693
chr2	171028739	171032273	50	3534
chr2	171034428	171053829	43.5	19401
chr2	171054865	171071909	46.2	17044
chr2	171073059	171144165	47.9	71106
chr2	171146667	171201821	42.2	55154
chr2	171202537	171203506	42.9	969
chr2	171203756	171204494	44.9	738
chr2	171204811	171209187	44.9	4376
chr2	171210851	171212031	36.8	1180
chr2	171212570	171216168	36.6	3598
chr2	171216657	171217556	40.9	899
chr2	171219707	171256053	47.6	36346
chr2	171256154	171401829	31.7	145675
chr2	171402246	171456884	49.1	54638
chr2	171457836	171525149	47.4	67313
chr2	171525664	171544755	45	19091
chr2	171545332	171579389	48.9	34057
chr2	171579568	171719259	45.5	139691
chr2	171719557	171753720	38.1	34163
chr2	171753720	171754488	47.6	768
chr2	171786294	171786302	47.5	8
chr2	171915933	171917698	43.9	1765
chr2	171933919	171934734	46.2	815
chr2	171935832	171937406	45.3	1574
chr2	171993978	171995282	34.1	1304
chr2	171997860	171999527	39.5	1667
chr2	172000324	172003157	42.6	2833
chr2	172044663	172045853	50	1190
chr2	172049051	172049659	42.9	608
chr2	172071603	172072315	50	712
chr2	172073806	172074866	45.5	1060
chr2	172081102	172081827	45.5	725
chr2	172082944	172084269	48	1325
chr2	172094118	172094825	49.2	707
chr2	172096684	172098517	47.4	1833
chr2	172099269	172100872	44.4	1603
chr2	172104066	172104648	48	582
chr2	172107156	172107604	49	448
chr2	172111015	172113368	49	2353
chr2	172297626	172298091	44.9	465
chr2	172344234	172345163	25	929
chr2	172374346	172375224	41.7	878
chr2	172486006	172488583	40.4	2577
chr2	172522259	172523009	49.2	750
chr2	172528052	172532055	43.6	4003
chr2	172607179	172607863	35.6	684
chr2	172616449	172617771	41.2	1322
chr2	172618565	172620245	48	1680
chr2	172785991	172786552	35.4	561
chr2	172788903	172790051	45.8	1148
chr2	172791592	172793185	43.1	1593
chr2	172794325	172794998	40	673
chr2	172809335	172810371	47.9	1036
chr2	172817820	172818903	49.2	1083
chr2	172821869	172822764	49.1	895
chr2	172848173	172849356	44.4	1183
chr2	172858453	172859759	40.7	1306
chr2	172866220	172867270	37.9	1050
chr2	172914229	172914820	44.9	591
chr2	172917684	172919528	50	1844
chr2	172938892	172939466	43.6	574
chr2	172945357	172946717	45.8	1360
chr2	172947395	172948768	46.5	1373
chr2	172952658	172953534	46.5	876
chr2	172954466	172955239	45.5	773
chr2	173011862	173014669	50	2807
chr2	173027440	173027859	47.7	419
chr2	173033037	173033480	44.4	443
chr2	173100494	173101640	45.9	1146
chr2	173107436	173108141	50	705
chr2	173115403	173119482	41.3	4079
chr2	173120828	173122710	43.4	1882
chr2	173128810	173130066	49.1	1256
chr2	173142884	173143909	43.9	1025
chr2	173214914	173215922	40.5	1008
chr2	173217463	173218375	45	912
chr2	173220996	173223569	47.7	2573
chr2	173489276	173490970	48.5	1694
chr2	173596772	173596779	28.6	7
chr2	173620971	173621060	12.2	89
chr2	173681121	173681334	49.1	213
chr2	173694790	173696195	42.9	1405
chr2	173772514	173774589	44.7	2075
chr2	173775267	173776137	45.3	870
chr2	173795172	173795925	41	753
chr2	173837154	173837377	48.6	223
chr2	173878251	173879176	48.6	925
chr2	173900244	173900930	47.2	686
chr2	173942663	173942679	43.8	16
chr2	173957170	173961055	44.4	3885
chr2	173963871	173965650	45.9	1779
chr2	173971048	173972526	46.8	1478
chr2	173978954	173979846	48.3	892
chr2	174105686	174106989	46.5	1303
chr2	174223851	174224514	32.3	663
chr2	174343109	174345054	50	1945
chr2	174939720	174940383	47.5	663
chr2	175204831	175205203	46.7	372
chr2	175206923	175207486	45.1	563
chr2	175264099	175264731	46.3	632
chr2	175277694	175279025	40.4	1331
chr2	175545664	175546965	46.8	1301
chr2	175713354	175713859	37.8	505
chr2	175715193	175718960	42.2	3767
chr2	176229938	176229961	40.8	23
chr2	176242459	176243097	44.9	638
chr2	176298928	176300296	41.5	1368
chr2	176346979	176348378	48.2	1399
chr2	176359066	176360101	46.9	1035
chr2	176706272	176707957	45.9	1685
chr2	176821646	176822811	50	1165
chr2	176882419	176882928	47.9	509
chr2	176889215	176891668	41.9	2453
chr2	176931621	176932206	48.3	585
chr2	176933862	176934651	46.2	789
chr2	177034334	177035948	46.7	1614
chr2	177073313	177073824	43.4	511
chr2	177138580	177138619	21.6	39
chr2	177245237	177246737	40	1500
chr2	177307045	177307771	38.7	726
chr2	177413421	177414074	50	653
chr2	177421670	177422979	42.5	1309
chr2	177424009	177424519	48.9	510
chr2	177505412	177506315	39.5	903
chr2	177555302	177555817	49.2	515
chr2	177560013	177562273	47.9	2260
chr2	177575787	177576672	44.2	885
chr2	177579593	177580249	47.2	656
chr2	177583745	177584899	44.9	1154
chr2	177593494	177594713	45	1219
chr2	178195938	178196867	45.1	929
chr2	178294477	178295429	47.4	952
chr2	178296163	178297523	49.1	1360
chr2	178298094	178298307	47.4	213
chr2	178299019	178301433	47.2	2414
chr2	178302469	178302795	48.9	326
chr2	178306165	178307474	42.2	1309
chr2	178427569	178429977	43.9	2408
chr2	178445686	178446867	46.3	1181
chr2	178455778	178458677	45.5	2899
chr2	178651993	178652589	47.6	596
chr2	178653983	178654702	41	719
chr2	178660398	178661340	43.2	942
chr2	178664216	178664352	40.6	136
chr2	178672227	178672579	40	352
chr2	178800289	178800295	11.8	6
chr2	178862128	178862149	47.7	21
chr2	179364283	179365012	42.9	729
chr2	179484612	179486325	36.6	1713
chr2	179666207	179667204	47.4	997
chr2	179668048	179668999	45.3	951
chr2	179759278	179760373	49	1095
chr2	179791288	179791943	50	655
chr2	179800052	179800945	40	893
chr2	179802244	179802977	37	733
chr2	179810244	179811113	40	869
chr2	179813814	179814802	38.2	988
chr2	179815860	179817314	43.1	1454
chr2	179869339	179869959	42.9	620
chr2	179871425	179872484	45.1	1059
chr2	179874294	179874420	41.3	126
chr2	179895608	179896345	46.2	737
chr2	179913311	179914698	13	1387
chr2	179921988	179922296	46.3	308
chr2	179938400	179939182	46.3	782
chr2	179976710	179977047	29.7	337
chr2	180014958	180015702	45.1	744
chr2	180062021	180063038	50	1017
chr2	180095072	180096046	49.2	974
chr2	180097095	180098278	49.1	1183
chr2	180100325	180101329	48	1004
chr2	180110025	180111796	34.3	1771
chr2	180113429	180113899	37.5	470
chr2	180115132	180115769	40	637
chr2	180117425	180119490	37.5	2065
chr2	180286321	180288289	44.7	1968
chr2	180326810	180327979	45	1169
chr2	180347396	180348403	45.5	1007
chr2	180521856	180522208	46.9	352
chr2	180524155	180525813	44.9	1658
chr2	180526873	180528249	39.6	1376
chr2	180529975	180532036	45.1	2061
chr2	180533019	180533842	38.6	823
chr2	180535210	180537014	35.1	1804
chr2	180537838	180540196	41.5	2358
chr2	180610248	180611192	33.3	944
chr2	180612770	180613780	36.1	1010
chr2	180615700	180617301	29.3	1601
chr2	180643523	180644227	44.8	704
chr2	180647874	180648794	47.7	920
chr2	180714589	180714890	42.6	301
chr2	180718973	180719578	44.4	605
chr2	180952012	180952842	45.9	830
chr2	180967842	180970213	42.9	2371
chr2	181062364	181063630	44.7	1266
chr2	181071745	181072160	45.5	415
chr2	181101187	181101940	50	753
chr2	181110547	181112347	50	1800
chr2	181115892	181115915	17.3	23
chr2	181119755	181120453	45.7	698
chr2	181136340	181137062	49.1	722
chr2	181184511	181184585	37.8	74
chr2	181185237	181186771	35.1	1534
chr2	181281164	181282352	37	1188
chr2	181431647	181432767	44.2	1120
